company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/funding-round/441cefff29e87a7b0bcd644b7dbe59c1,seed,,2014-11-26,470000
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/funding-round/502f558bee350299fd1ae503e5b9a124,venture,A,2015-10-20,3530000
/organization/100plus,100Plus,Analytics,USA,CA,SF Bay Area,San Francisco,/funding-round/57ce16d039aa0c61d966397f6db00b02,seed,,2011-11-30,750000
/organization/100plus,100Plus,Analytics,USA,CA,SF Bay Area,San Francisco,/funding-round/b5facb0d9dea2f0352b5834892c88c53,venture,,2011-11-02,500000
/organization/1010data,1010data,Software,USA,NY,New York City,New York,/funding-round/482fbf992b48f5c47d0080ab7ec0cb54,venture,,2010-03-08,35000000
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,2013-01-01,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/funding-round/88d987f9cb2c320b809caafe43b8491b,seed,,2014-01-01,
/organization/10bestthings,10BestThings,Curated Web,USA,OH,Cleveland,Cleveland,/funding-round/35a58e17c5f6e25658a526fe9f6f8364,seed,,2009-04-01,50000
/organization/10k-2,Beans Around,Coffee|Delivery|Subscription Service,,,,,/funding-round/95401c8e8336892bf375ad94efd6c725,seed,,2015-09-04,100000
/organization/10sec,10sec,E-Commerce|Mobile Commerce|Social Commerce,USA,CA,SF Bay Area,San Francisco,/funding-round/2270c5f7c44fb5b460573166d64ccb55,seed,,2013-10-31,
/organization/10sec,10sec,E-Commerce|Mobile Commerce|Social Commerce,USA,CA,SF Bay Area,San Francisco,/funding-round/3f842b5ec5236ed37e375b73e945ab7f,seed,,2014-05-08,1600000
/organization/10seconds-software,10seconds Software,Enterprise Software|Mobility|Software,AUS,2,Sydney,Sydney,/funding-round/dacf342722793cb7485fbdbd7530461d,angel,,2010-07-01,100000
/organization/10six,10Six,Batteries|Electronics|Energy,USA,NY,New York City,New York,/funding-round/e7e13a354af346863c51e678c63590c1,seed,,2014-02-01,
/organization/10tracks-2,10tracks,iOS|Mobile|Music,,,,,/funding-round/74606b480fe509973a3d72c9017876ca,venture,,2014-02-03,
/organization/10tracks-2,10tracks,iOS|Mobile|Music,,,,,/funding-round/e31e2474786f930fd72e292ec34e9126,seed,,2013-07-31,
/organization/10x-genomics,10X Genomics,Biotechnology|Technology,USA,CA,SF Bay Area,Pleasanton,/funding-round/563923487783bdeb5d0b7872f3d6b99a,venture,B,2015-01-12,55000000
/organization/10x-technologies,10X Technologies,Biotechnology,USA,CA,SF Bay Area,Oakland,/funding-round/39c1441d5098875a925577d0f2ad3904,venture,B,2015-01-12,550000
/organization/10x-technologies,10X Technologies,Biotechnology,USA,CA,SF Bay Area,Oakland,/funding-round/9a373f156949c1ba80fecfad8c29dc9e,debt_financing,,2012-11-07,3000000
/organization/10x10-room,10X10 Room,Software,USA,MA,Boston,Lexington,/funding-round/f9b24081fc172ead29a9d564c60b6cdc,debt_financing,,2011-10-12,77500
/organization/10°north,10°North,Fashion,CAN,ON,Toronto,Mississauga,/funding-round/b41ff7de932f8b6e5bbeed3966c0ed6a,equity_crowdfunding,,2014-08-12,
/organization/11-health,11 Health,Health and Wellness,GBR,H9,London,London,/funding-round/064e6e706d1b2928a064c1dde49f05d7,seed,,2015-08-20,1958909
/organization/115-network-disks,115 network disks,EdTech|Education,,,,,/funding-round/0966b3b472f4b912e167abaf8d06f77d,angel,,2011-11-01,
/organization/117go,117go,Social Travel,CHN,23,Shanghai,Shanghai,/funding-round/bbbda407fa8638d944ecfdd042230c4b,venture,B,2014-04-28,20000000
/organization/11i-solutions,11i Solutions,Enterprise Software,USA,AL,Huntsville,Huntsville,/funding-round/e07501ed6997290b1bef59406bc300a1,venture,,2011-03-22,1800000
/organization/12-labs,12 Labs,Health and Wellness|Personal Health,USA,CA,SF Bay Area,Palo Alto,/funding-round/958803df0c565d11afba52347f7efcde,seed,,2014-11-26,935000
/organization/12-star-survival,12 Star Survival,Sports,DNK,21,DNK - Other,Vinding,/funding-round/9c08e07cfd6bdacade795671e09b86e6,equity_crowdfunding,,2013-10-17,
/organization/120-sports,120 Sports,Sports,USA,IL,Chicago,Chicago,/funding-round/55642880265ba4cc73eda4abcac4f8da,undisclosed,,2014-02-20,
/organization/121-rentals,121 Rentals,Real Estate,USA,TX,TX - Other,Amarillo,/funding-round/18b148f4b89339b28b09ef132acb1ade,debt_financing,,2014-09-03,
/organization/121cast,121cast,Audio|Mobile|Music,AUS,7,Melbourne,Melbourne,/funding-round/4ff51088be233a23c013689d680f04e5,seed,,2012-11-13,250000
/organization/121cast,121cast,Audio|Mobile|Music,AUS,7,Melbourne,Melbourne,/funding-round/5706e500d4d79b9817de5516456402f2,seed,,2013-06-30,170000
/organization/121cast,121cast,Audio|Mobile|Music,AUS,7,Melbourne,Melbourne,/funding-round/d23f44687b25b1b1aa30a38cb79a4edb,grant,,2012-05-01,20000
/organization/121nexus,121nexus,Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology,USA,RI,Providence,Providence,/funding-round/04d96071133d32201d4e731c579240ac,grant,,2013-11-21,45000
/organization/121nexus,121nexus,Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology,USA,RI,Providence,Providence,/funding-round/2b62b0e9da308b196841e958b0ca5318,grant,,2014-01-01,30000
/organization/121nexus,121nexus,Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology,USA,RI,Providence,Providence,/funding-round/7cdbef123afa3f9a41d080147158edc0,grant,,2013-07-01,150000
/organization/121nexus,121nexus,Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology,USA,RI,Providence,Providence,/funding-round/964bf36d0f84b63c073afb4ef68380d6,seed,,2012-02-06,14000
/organization/121nexus,121nexus,Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology,USA,RI,Providence,Providence,/funding-round/9df05fa02b09752fcd0ecbf4e167cbef,angel,,2013-01-22,500000
/organization/121nexus,121nexus,Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology,USA,RI,Providence,Providence,/funding-round/fac223682361b8f57d004009f31191fc,seed,,2012-04-20,55000
/organization/1234enter,1234ENTER,Advertising|Analytics|Business Services|E-Commerce|Education|Internet Marketing|Small and Medium Businesses,,,,,/funding-round/6343322ed785252d4c5ada444fa7d8e4,venture,,2013-11-22,150267
/organization/1234enter,1234ENTER,Advertising|Analytics|Business Services|E-Commerce|Education|Internet Marketing|Small and Medium Businesses,,,,,/funding-round/ee6f9dea78c9a0697a500098a854564d,seed,,2012-09-01,500000
/organization/123contactform,123ContactForm,E-Commerce|SaaS,ROM,36,Timisoara,Timisoara,/funding-round/af7382f8e3d806986796029388cb1b7f,venture,,2015-06-16,1000000
/organization/123contactform,123ContactForm,E-Commerce|SaaS,ROM,36,Timisoara,Timisoara,/funding-round/b678dec4e0df10e2518a81215f8fd843,angel,,2010-01-01,
/organization/123feng-com,123Feng.Com,,CHN,2,Hangzhou,Hangzhou,/funding-round/9d83084d87dc63a309c9a6fe9bf59d1b,venture,A,2015-10-27,13000000
/organization/123greetings,123Greetings,Internet,,,,,/funding-round/5dd1821a92088ff96b467eb16431731a,venture,,2015-07-23,5400000
/organization/123people,yelster digital gmbh (former 123people),Local Search|Software|Web Design,AUT,9,Vienna,Vienna,/funding-round/246571dc273630b5f233010d50351e2f,seed,,2008-01-01,
/organization/1248,1248,Software,GBR,C3,London,Cambridge,/funding-round/ce0e1829f5fe37bb20fc1542340f1766,seed,,2014-03-18,378812
/organization/128-technology,128 Technology,Service Providers|Technology,USA,MA,Boston,Burlington,/funding-round/fb6216a30cb566ede89e0bee0623a634,venture,,2014-12-16,11999347
/organization/12bis,12Bis,Publishing|Services,FRA,A8,Paris,Paris,/funding-round/19c048bab9708ca7aa465043160f59d1,seed,,2012-03-15,130636
/organization/12cm,12cm,Mobile|Service Providers|Software,KOR,13,Bundangdong,Bundangdong,/funding-round/51db8370127fb51822a3e291971ef195,venture,A,2014-12-11,1809056
/organization/12return,12Return,Consumer Goods|Retail|SaaS|Software,NLD,11,NLD - Other,Gorinchem,/funding-round/5002742a51863b56c788a14348c2c03a,angel,,2012-06-01,619494
/organization/12society,12Society,E-Commerce,USA,CA,Los Angeles,West Hollywood,/funding-round/4076aae3a04e7e3e41d6125f80c866cf,seed,,2012-04-05,
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/2a31dd8a0b006b341cde0f7b721008e6,venture,B,2011-01-14,2400000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/31e8a281fe0247f5f13f7be8afe47e01,venture,C,2013-12-12,2500000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/424129ce1235cfab2655ee81305f7c2b,venture,C,2013-10-15,15000000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/6d3f3797371956ece035b8478c1441b2,venture,C,2015-04-09,5000000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/786f61aa9866f4471151285f5c56be36,venture,A,2010-02-03,5150000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/82ace97530965cd2be8f262836b43ff5,venture,A,2008-03-27,12400000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/ab99fc5a53717b1b53fd6aa5687c5fa9,venture,B,2010-12-16,6000000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/b09fa4a4c5c5f5f19305c39c94b7d673,venture,B,2010-10-19,20000000
/organization/1366-technologies,1366 Technologies,Manufacturing,USA,MA,Boston,Bedford,/funding-round/b8f5fdb21cbee96c15e4c51ed1e5198f,grant,,2011-02-07,3000000
/organization/139shop,139shop,E-Commerce,CHN,,,,/funding-round/ab94379ae87be8a333b45496f0dcb8e2,venture,A,2007-02-01,
/organization/13th-lab,13th Lab,Augmented Reality|Computer Vision|Games|iPad|Mobile,SWE,26,Stockholm,Stockholm,/funding-round/34beaeea2a19cc3291f849905ded0927,seed,,2012-06-15,700000
/organization/140-proof,140 Proof,Advertising|Big Data Analytics|Interest Graph,USA,CA,SF Bay Area,San Francisco,/funding-round/2dc9ff9c590200195228ce2e153a1423,venture,A,2009-07-01,3000000
/organization/140-proof,140 Proof,Advertising|Big Data Analytics|Interest Graph,USA,CA,SF Bay Area,San Francisco,/funding-round/3d40399001b0a2088620030afc533c83,venture,B,2011-04-28,2500000
/organization/140fire,140Fire,Advertising|Entertainment|Real Time|Social Media|Sports|Video,USA,CA,Los Angeles,Santa Monica,/funding-round/3b07772aa3a6bfa26d5135fa746f94e2,seed,,2010-05-05,500000
/organization/1417,1417,Finance|Venture Capital,USA,TN,Nashville,Brentwood,/funding-round/300e54be2d535398a93fe355d123e9a4,equity_crowdfunding,,2015-01-21,
/organization/15fen,15Fen,,CHN,30,Guangzhou,Guangzhou,/funding-round/b660e2c345e5cda7db2f1e0176a450b3,seed,,2013-12-15,
/organization/15five,15Five,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/510827fe635f2c65dffb69884763dfc6,seed,,2014-10-02,2200000
/organization/15five,15Five,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/6c390df9112bb5ee560d419450536bd7,angel,,2013-01-15,1000000
/organization/15five,15Five,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/e7ce4181f0de392140ff584986340a54,angel,,2012-01-01,200000
/organization/15minutesnow,15MinutesNOW,Games,,,,,/funding-round/9352dd0999084c880e8f62cbe3a2095e,seed,,2011-05-10,200000
/organization/15shopstop,15ShopStop,Fashion,USA,CA,Los Angeles,Los Angeles,/funding-round/49d31ad47fcb4fae5621b6f242754a0e,equity_crowdfunding,,2014-11-17,
/organization/16-mile-solutions,16 Mile Solutions,Software,USA,WA,Seattle,Seattle,/funding-round/3a671cf6f08fe5d0a878f5627134384c,venture,,2009-06-11,199957
/organization/169-st,169 ST.,Entertainment|Games,USA,FL,Orlando,Lake Mary,/funding-round/83b14cdf635963a5abc50cdafd9b462d,angel,,2009-06-01,50000
/organization/16lab-inc-,16Lab Inc.,Design|Development Platforms|Wearables,JPN,19,JPN - Other,Kamakura,/funding-round/2ee9967324046aa900ea572116ec9c38,seed,,2014-11-26,
/organization/16wifi,16WiFi,Public Transportation,CHN,22,Beijing,Beijing,/funding-round/0496c258019a924b3a2da1ebaddb1f9d,venture,A,2015-06-05,16000000
/organization/17-media,17 Media,,,,,,/funding-round/f8ffde9fa822843ac6ea9b66cc615df1,venture,A,2015-11-05,10000000
/organization/170-systems,170 Systems,Software,USA,MA,Boston,Bedford,/funding-round/b84bb882ca873f5fb96535671981196d,venture,A,2002-04-16,14000000
/organization/17hats,17hats,Internet,USA,CA,Los Angeles,Los Angeles,/funding-round/56195451074439e1f61fb0165d50eea1,venture,A,2015-10-15,4000000
/organization/17hats,17hats,Internet,USA,CA,Los Angeles,Los Angeles,/funding-round/d583fa6d0a08104e0b6d3b26b51fba07,seed,,2015-02-18,1250000
/organization/17u-cn,17u.cn,Travel,CHN,4,Shanghai,Suzhou,/funding-round/1f3e644c0446dca6939bb0f679bfa5ea,venture,C,2012-05-01,1588983
/organization/17u-cn,17u.cn,Travel,CHN,4,Shanghai,Suzhou,/funding-round/275f67ca70ae24053ee00310a1472019,venture,A,2008-01-01,479014
/organization/17u-cn,17u.cn,Travel,CHN,4,Shanghai,Suzhou,/funding-round/678295f15d5661577896c23dbf029fad,venture,C,2014-02-17,82372322
/organization/17zuoye,17zuoye,Education|Language Learning,USA,VA,VA - Other,Shanghai,/funding-round/69690484f51e15bc27ff52bfe472cd96,venture,A,2011-01-01,5000000
/organization/17zuoye,17zuoye,Education|Language Learning,USA,VA,VA - Other,Shanghai,/funding-round/8d87f771e938e0f31641bd600abbafca,venture,B,2013-09-01,10000000
/organization/17zuoye,17zuoye,Education|Language Learning,USA,VA,VA - Other,Shanghai,/funding-round/8e27c236a535a50c02a17450ed82a980,venture,C,2014-02-24,20000000
/organization/17zuoye,17zuoye,Education|Language Learning,USA,VA,VA - Other,Shanghai,/funding-round/afb6af473d17ff47d29e6e680c959379,angel,,2011-01-01,
/organization/17zuoye,17zuoye,Education|Language Learning,USA,VA,VA - Other,Shanghai,/funding-round/c7d697c15073671f014468332f13fc9f,venture,D,2015-02-19,100000000
/organization/1800diapers,1800Diapers,Baby Accessories|Kids,,,,,/funding-round/5e2b8cd8ad0dcdff961fd09dee78d487,venture,B,2007-12-04,7000000
/organization/180solutions,180Solutions,Advertising|Advertising Platforms|Promotional,USA,WA,Seattle,Bellevue,/funding-round/e55f5f2b9ee65826cc5bf2e1cc2eec9e,venture,A,2004-04-05,40000000
/organization/1871,1871,Designers|Internet|Non Profit|Startups,USA,IL,Chicago,Chicago,/funding-round/eb9aa2a41fe562fa69053d43d39f26f2,grant,,2014-06-17,2500000
/organization/19pay,19pay,Finance|FinTech,CHN,22,Beijing,Beijing,/funding-round/61660637eae067a2980ecbc3633ad262,venture,B,2010-01-01,6230000
/organization/19pay,19pay,Finance|FinTech,CHN,22,Beijing,Beijing,/funding-round/6bb228fc57bbea4f884e55bae5c1699b,undisclosed,,2006-01-01,
/organization/19pay,19pay,Finance|FinTech,CHN,22,Beijing,Beijing,/funding-round/f76c77002a5d69aa16dd9f7e82db7cc9,undisclosed,,2013-07-01,3248511
/organization/1bib,1bib,Cars|Curated Web,CHN,30,Guangzhou,Guangzhou,/funding-round/db9507d458c110af3916ade1f6140e1a,venture,A,2008-02-07,
/organization/1bog,One Block Off the Grid (1BOG),Clean Technology|Residential Solar,USA,CA,SF Bay Area,San Francisco,/funding-round/3d2463c9b97f32b3be8747fbd629961f,venture,A,2010-02-11,5000000
/organization/1c-company,1C Company,Games|Software|Video Games,RUS,48,Moscow,Moscow,/funding-round/679ae989d9dd8195e989dda21eff44b7,private_equity,,2011-10-03,200000000
/organization/1calendar,1calendar,Advertising|Education|Internet|Mobile,DNK,17,Copenhagen,Copenhagen,/funding-round/539642353b091d79974fef89a7c65df2,angel,,2008-04-04,40000
/organization/1cast,1Cast,Content|Lifestyle|News|Video,USA,WA,Seattle,Kirkland,/funding-round/36eba4dffc103f5bf10d13561e414d3d,undisclosed,,2008-08-12,
/organization/1click,1CLICK,Chat|Mobile,IND,19,Bangalore,Bangalore,/funding-round/19c77bc4b09e68e62f9a376d24115be4,seed,,2014-01-26,
/organization/1cloudstar-asia,1CloudStar,Cloud Computing|Content|Digital Media|Enterprise Software|File Sharing|Search,SGP,,Singapore,Singapore,/funding-round/f38e74da7fb8b5f810fd8ca6198fd5a5,seed,,2013-08-01,
/organization/1commmedical,1CommMedical,Health Care|Insurance|Medical,USA,IA,Des Moines,Ankeny,/funding-round/0e09b1025dbe9c264f186481ba8fd6ad,venture,,2015-04-27,2500000
/organization/1d4-pty,1d4 Pty,Geospatial|Maps|Outdoors,NOR,2,,,/funding-round/3ad3787e6b62433a3e718dfe36ad133f,seed,,2012-04-11,40000
