permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/allmobilize,AllMobilize,http://www.allmobilize.com/,,-,operating,USA,WA,Seattle,Redmond,1,2013-01-01,2013-01-03,2013-01-03
/organization/allmoxy,Allmoxy,http://www.allmoxy.com,Cloud Computing|Enterprise Software|Small and Medium Businesses|Software|Web Development,1000000,operating,USA,UT,Salt Lake City,Tremonton,1,2008-01-01,2012-06-28,2012-06-28
/organization/allmyapps,Allmyapps,http://allmyapps.com,Apps|Computers|PC Gaming|Software,2711258,operating,,,,,2,2009-06-04,2010-09-02,2011-07-31
/organization/allo-communications,ALLO Communications,http://www.allocommunications.com,Mobile,8135000,acquired,USA,NE,NE - Other,Imperial,3,2003-01-01,2011-03-11,2013-10-23
/organization/allocab,Allocab,https://www.allocab.com,Limousines|Mobile|Public Transportation|Taxis|Transportation|Travel,80039,operating,FRA,A8,Paris,Paris,1,2011-05-04,2013-02-20,2013-02-20
/organization/allocade,Allocade,http://www.allocade.com,Biotechnology,11587263,operating,USA,CA,SF Bay Area,Menlo Park,3,2004-01-01,2009-08-07,2011-08-15
/organization/allocadia,Allocadia,http://www.allocadia.com,Enterprise Software,23909591,operating,,,,,3,2010-01-01,2013-01-30,2015-12-02
/organization/allocure,AlloCure,http://www.allocure.com,Biotechnology,46988259,operating,USA,MA,Boston,Burlington,5,2008-01-01,2008-07-02,2012-04-02
/organization/allofme,AllofMe,http://www.allofme.com,Software,-,operating,ISR,5,Tel Aviv,Tel Aviv,1,2007-05-01,2007-11-01,2007-11-01
/organization/alloka,Alloka,http://alloka.ru,Advertising|Business Services,125000,closed,RUS,,,,2,2010-01-01,2012-01-01,2013-03-01
/organization/allon-therapeutics,Allon Therapeutics,http://www.allontherapeutics.com,Biotechnology,11626182,ipo,CAN,BC,Vancouver,Vancouver,2,,2010-03-03,2012-05-17
/organization/allone,Allone,http://www.alloneapp.com,Android|Application Platforms|Security,220000,closed,SWE,27,SWE - Other,Ängelholms Havsbad,1,2015-03-15,2015-04-01,2015-04-01
/organization/alloptic,Alloptic,http://www.alloptic.com,Public Relations,109000000,closed,USA,CA,SF Bay Area,Livermore,5,1999-01-01,2001-06-05,2007-12-04
/organization/allostatix,Allostatix,http://allostatix.com,Health and Wellness,200000,operating,USA,OH,Cincinnati,Cincinnati,1,2005-01-01,2009-07-14,2009-07-14
/organization/allostera-pharma,Allostera Pharma,http://www.allostera.com/about.html,Biotechnology,15400000,operating,CAN,QC,Montreal,Montréal,1,2005-01-01,2009-07-27,2009-07-27
/organization/allotrope-partners,Allotrope Partners,,Carbon|Clean Energy|Investment Management,5000000,operating,USA,CA,SF Bay Area,Oakland,1,,2014-01-06,2014-01-06
/organization/allovue,Allovue,http://allovue.com,Education,1800000,operating,USA,MD,Baltimore,Baltimore,2,2013-02-05,2014-02-05,2015-06-09
/organization/alloy-digital,Alloy Digital,http://www.alloydigital.com,Advertising,30000000,acquired,USA,NY,New York City,New York,1,2009-01-01,2013-03-07,2013-03-07
/organization/allozyne,Allozyne,http://www.allozyne.com,Biotechnology,36902500,operating,USA,WA,Seattle,Seattle,4,2005-01-01,2005-12-06,2013-04-05
/organization/allpeers,AllPeers,http://www.techcrunch.com/2008/03/03/much-hyped-allpeers-to-deadpool/,Curated Web,-,closed,GBR,K2,London,Oxford,1,2004-08-01,2006-03-01,2006-03-01
/organization/allpet,AllPet,http://www.allpetapp.com,B2B|Pets|Software,24000,operating,BRA,21,Rio de Janeiro,Rio De Janeiro,1,2014-07-03,2015-04-02,2015-04-02
/organization/allpix-innovation,Allpix Innovation,,,-,closed,ISR,5,ISR - Other,Qiryat Ono,1,2015-01-01,2015-09-21,2015-09-21
/organization/allplayers-com,AllPlayers.com,http://AllPlayers.com,Software,2449500,operating,USA,TX,Dallas,Addison,1,2009-04-01,2011-02-22,2011-02-22
/organization/allschoolstuff-com,offerdunia.in,http://www.offerdunia.in,E-Commerce|Education|Kids|Retail,1500000,operating,IND,10,New Delhi,Gurgaon,1,2011-09-01,2012-09-01,2012-09-01
/organization/allseated,AllSeated,http://www.allseated.com,Curated Web,-,operating,USA,NY,New York City,New York,1,2011-01-01,2015-05-18,2015-05-18
/organization/allset,Allset,http://allsetnow.com/,Bridging Online and Offline|Mobile|Restaurants,1500000,operating,USA,CA,SF Bay Area,San Francisco,1,2015-04-01,2015-09-22,2015-09-22
/organization/allshoppings,AllShoppings,http://www.allshoppings.mobi/2014/,Apps,-,operating,MEX,9,Mexico City,Mexico City,1,2014-01-01,2014-12-19,2014-12-19
/organization/allsource-analysis,AllSource Analysis,http://allsourceanalysis.com/,Business Analytics|Geospatial|Infrastructure|Open Source,500000,operating,USA,CO,Denver,Longmont,1,2014-02-27,2014-08-05,2014-08-05
/organization/allstar-deals,Gift Connect,http://www.giftconnect.co,Internet,5100000,operating,USA,NY,New York City,New York,1,2011-01-01,2014-11-24,2014-11-24
/organization/allstate,The Allstate Corporation,http://www.allstate.com,Finance|Insurance,-,ipo,USA,IL,Chicago,Northbrook,1,2008-01-01,2014-01-13,2014-01-13
/organization/allstay,Allstay,http://www.allstay.kr/,Apps|Search|Travel,432000,operating,KOR,,,,1,2014-01-01,2015-07-21,2015-07-21
/organization/alltech-medical-systems,Alltech Medical Systems,http://www.alltechmed.com,Health Care,6599285,operating,CHN,32,Chengdu,Chengdu,4,,2006-09-01,2011-01-01
/organization/alltherooms,AllTheRooms,http://alltherooms.com,Hotels|Online Travel|Travel,1100000,operating,USA,NY,New York City,New York,1,2013-01-01,2014-05-23,2014-05-23
/organization/allthetopbananas-com,Allthetopbananas.com,http://www.allthetopbananas.com/MediaPack/WhatWeDo.aspx,Advertising|Mobile|Search,858800,operating,GBR,K3,Peterborough,Peterborough,1,2007-01-02,2006-11-01,2006-11-01
/organization/alltrails-com,AllTrails,http://alltrails.com,Sports,2879987,operating,USA,CA,SF Bay Area,San Francisco,5,2010-01-01,2010-09-01,2013-04-01
/organization/alltranz,AllTranz,http://www.alltranz.com/,Pharmaceuticals,860000,operating,USA,KY,Lexington,Lexington,1,2004-01-01,2007-07-16,2007-07-16
/organization/alltuition,Alltuition,http://www.alltuition.com,Finance|Startups,4015000,operating,USA,IL,Carthage,Carthage,3,2010-01-01,2010-06-01,2012-08-17
/organization/allunite,AllUnite,http://www.allunite.com/,Internet|Wireless,3700000,operating,DNK,17,Copenhagen,Copenhagen,1,2013-01-01,2014-11-01,2014-11-01
/organization/allurent,Allurent,http://www.allurent.com,Curated Web,2000000,acquired,USA,MA,Boston,Cambridge,2,2005-01-01,2007-11-12,2010-02-22
/organization/alluring-logic,Alluring Logic,http://alluringlogic.com,iPad|Mobile|Point of Sale|Retail|SaaS|Software|Web Development|Web Tools,-,closed,USA,NY,New York City,New York,1,2009-08-22,2013-07-25,2013-07-25
/organization/allurion-technologies,Allurion Technologies,http://allurion.com,Health Care,4469794,operating,USA,MA,Boston,Wellesley,3,2009-01-01,2012-07-26,2014-07-31
/organization/allux-medical,Allux Medical,,Health Care,6400000,operating,USA,CA,SF Bay Area,Menlo Park,1,,2005-08-29,2005-08-29
/organization/allvoices,Allvoices,http://www.allvoices.com,Journalism|Media|News,4276568,closed,USA,CA,SF Bay Area,San Francisco,2,2008-02-01,2006-07-31,2010-01-26
/organization/allworx,Allworx,http://www.allworx.com,Communications Hardware|Mobile|Telecommunications|VoIP,8500000,acquired,USA,NY,"Rochester, New York",East Rochester,3,1998-07-01,2005-08-01,2006-06-12
/organization/ally,ally,http://www.allyapp.com,Crowdsourcing|Machine Learning|Public Transportation|Transportation,2900000,operating,DEU,16,Berlin,Berlin,2,2014-01-01,2014-01-01,2015-04-01
/organization/ally-commerce,Ally Commerce,http://allycommerce.com,E-Commerce,3300000,operating,USA,GA,Atlanta,Atlanta,4,2013-01-01,2012-06-19,2015-10-01
/organization/ally-home-care,Ally Home Care,http://allyhomecare.net,Health and Wellness,200000,operating,USA,CA,SF Bay Area,Fremont,1,,2013-10-30,2013-10-30
/organization/allyalign-health,AllyAlign Health,http://www.allyalign.com,Health and Wellness,-,operating,USA,VA,Richmond,Glen Allen,1,,2014-01-08,2014-01-08
/organization/allyde,Allyde,http://allyde.com,Enterprise Software|Marketing Automation|Open Source,150000,operating,USA,NC,Greensboro,Burlington,1,2014-02-01,2014-02-01,2014-02-01
/organization/allydvm,allyDVM,http://allydvm.com,Software,200000,operating,,,,,1,2011-01-01,2012-08-22,2012-08-22
/organization/allyes-advertisement-network,Allyes Advertisement Network,http://data.iresearch.cn/company/8101.shtml,Advertising,140500000,operating,CHN,22,Beijing,Beijing,4,,2000-01-01,2012-03-01
/organization/allygrow-technologies,Allygrow Technologies,,Aerospace|Automotive|Engineering Firms|Medical|Medical Devices,20000000,operating,IND,16,Pune,Pune,1,,2015-08-11,2015-08-11
/organization/allylix,Allylix,http://www.allylix.com,Agriculture|Biotechnology|Pharmaceuticals,30550000,acquired,USA,CA,San Diego,San Diego,3,2002-01-01,2007-11-29,2012-03-12
/organization/allyve,allyve,http://www.allyve.com,Facebook Applications|Search|Social Media|Software|Twitter Applications,-,closed,DEU,4,Hamburg,Hamburg,2,2007-09-01,2007-09-01,2010-05-01
/organization/alma-johns,Alma Johns,http://www.benchcapital.ca,Finance|Manufacturing,-,operating,CAN,ON,Toronto,Toronto,1,2013-06-26,2014-08-26,2014-08-26
/organization/almalence,Almalence,http://www.almalence.com/,Information Technology,-,operating,USA,TX,Austin,Austin,1,2005-01-01,2015-08-31,2015-08-31
/organization/almamapper-2,AlmaMapper,http://www.almamapper.com/auth//?next=/,Internet,400000,operating,IND,16,Pune,Pune,1,2014-01-01,2015-10-26,2015-10-26
/organization/almanapp,Almanapp,http://www.almanapp.nl,Apps|Mobile|Software,126457.421786085,operating,NLD,4,Groningen,Groningen,1,2012-01-01,2014-10-01,2014-10-01
/organization/almashopping,Almashopping,http://www.almashopping.com,Beauty|Content|E-Commerce|Online Shopping,1225000,operating,ARG,7,Buenos Aires,Buenos Aires,4,2012-06-01,2012-07-03,2014-01-01
/organization/almaviva-sant,Almaviva Santé,http://almaviva-sante.com,Health and Wellness,54331585,operating,FRA,B8,Marseille,Marseille,1,2007-01-01,2013-11-28,2013-11-28
/organization/alminder,Alminder,http://mynd.me,Business Services|Events|Mobile,1525000,operating,USA,CA,SF Bay Area,Palo Alto,1,2012-04-01,2013-10-22,2013-10-22
/organization/almondnet,AlmondNet,http://www.almondnet.com,Advertising,5407657,operating,USA,NY,New York City,New York,2,1998-01-01,2010-02-02,2012-10-02
/organization/almondy,Almondy,http://www.almondy.com,Hospitality,10038299,operating,GBR,H9,London,London,3,1992-01-01,1996-01-01,2008-02-05
/organization/aln-medical-management,ALN Medical Management,http://alnmm.com,Health and Wellness,3700000,operating,USA,CO,Denver,Centennial,1,2000-01-01,2009-09-03,2009-09-03
/organization/alnara-pharmaceuticals,Alnara Pharmaceuticals,http://www.alnara.com,Biotechnology|Health and Wellness,55000000,acquired,USA,MA,Boston,Cambridge,2,2008-01-01,2008-10-30,2010-01-28
/organization/alnylam-pharmaceuticals,Alnylam Pharmaceuticals,http://www.alnylam.com,Health Care,734600000,ipo,USA,MA,Boston,Cambridge,3,,2003-07-07,2014-01-13
/organization/alo-networks,Alo Networks,http://alonetworks.com,Mobile,445000,closed,USA,MD,"Washington, D.C.",Rockville,1,2011-01-01,2011-04-27,2011-04-27
/organization/alo7,Alo7,http://alo7.com,EdTech|Education,-,operating,CHN,23,Shanghai,Shanghai,1,2004-01-01,2013-06-06,2013-06-06
/organization/alodokter,Alodokter,http://alodokter.com,Health and Wellness|Health Care|Internet,-,operating,IDN,4,Jakarta,Jakarta,1,2014-01-01,2015-04-21,2015-04-21
/organization/aloha,ALOHA,http://ALOHA.com,Health and Wellness,4500000,operating,USA,NY,New York City,New York,2,2012-01-01,2014-01-21,2014-11-13
/organization/alohar-mobile,Alohar Mobile,http://alohar.com,Apps|Location Based Services|Mobile,2750000,operating,USA,CA,SF Bay Area,Palo Alto,2,2010-10-28,2011-04-24,2011-04-24
/organization/alooma,alooma,http://www.alooma.io,Big Data|Enterprises,-,operating,ISR,5,Tel Aviv,Tel Aviv,1,2013-01-01,2014-01-01,2014-01-01
/organization/aloompa,Aloompa,http://www.aloompa.com,Mobile,500000,operating,USA,TN,Nashville,Nashville,1,2009-01-01,2013-06-14,2013-06-14
/organization/aloqa,Aloqa,http://www.aloqa.com,Location Based Services|Mobile|Web Development,1500000,acquired,DEU,2,Munich,Munich,1,2007-05-07,2009-07-16,2009-07-16
/organization/alorica,Alorica,http://www.alorica.com,Software,2620018,operating,USA,CA,Ontario - Inland Empire,Chino,1,1999-01-01,2009-08-13,2009-08-13
/organization/alorum,Alorum,http://alorum.com,Blogging Platforms|Browser Extensions|Software,200000,operating,USA,FL,Tampa,Palm Harbor,1,2006-01-13,2013-08-27,2013-08-27
/organization/alosko,ALOSKO,http://www.alosko.com,Education,50000,operating,SWE,8,Jonkoping,Jönköping,1,2013-05-09,2013-06-12,2013-06-12
/organization/alotofus,Alotofus,http://www.alotofus.com/en,Contact Management|Enterprise Software|Human Resources|Recruiting|Search,-,operating,ESP,59,Baracaldo,Baracaldo,1,2012-02-14,2012-02-14,2012-02-14
/organization/alpacadb,Alpaca,http://www.alpaca.ai/,Artificial Intelligence|FinTech|Machine Learning|Trading,1244661.10413519,operating,USA,CA,SF Bay Area,San Mateo,3,2013-02-01,2014-02-19,2015-10-19
/organization/alpen-international,Alpen International,http://www.alpen-international.com/,Distribution,893679,operating,,,,,1,2011-01-01,2013-07-18,2013-07-18
/organization/alpex-pharma-sa,Alpex Pharma,http://www.alpex.com/en/,Pharmaceuticals,9000000,operating,CHE,20,CHE - Other,Mezzovico,1,,2007-08-22,2007-08-22
/organization/alpha-(fitness),Alpha (fitness),,Fitness|Health and Wellness,500000,operating,USA,NY,New York City,New York,1,2014-07-04,2014-07-04,2014-07-04
/organization/alpha-7,Alpha7,http://www.alpha7.com.sg/,Cloud Computing|Consulting,2740000,operating,SGP,,Singapore,Singapore,1,2013-01-07,2015-05-14,2015-05-14
/organization/alpha-and-omega-semiconductor,Alpha and Omega Semiconductor,http://www.aosmd.com,Semiconductors|Technology,1750000,ipo,USA,CA,SF Bay Area,Sunnyvale,1,2000-01-01,2004-07-01,2004-07-01
/organization/alpha-broadcasting,Alpha Broadcasting,http://www.alphabroadcasting.com/,,-,operating,,,,,1,,2009-08-01,2009-08-01
/organization/alpha-moda-lab,Alpha Moda Lab,http://www.alpha.moda/,Beauty|Cosmetics|Women,500000,operating,USA,CA,SF Bay Area,Palo Alto,2,,2013-06-01,2015-04-29
/organization/alpha-omega-enterprise,Alpha Omega Enterprise,,Consulting,-,operating,USA,FL,Jacksonville,Ponte Vedra Beach,1,2014-08-15,2014-10-22,2014-10-22
/organization/alpha-omega-financial-systems,Alpha Omega Financial Systems,http://ao-fs.com/,Finance Technology,-,operating,USA,CA,SF Bay Area,San Francisco,1,,2014-02-01,2014-02-01
/organization/alpha-orthopaedics,Alpha Orthopaedics,http://www.alphaorthopaedics.com,Health Care,3092294,operating,USA,CA,SF Bay Area,Hayward,1,,2010-07-07,2010-07-07
/organization/alpha-payments-cloud,Alpha Payments Cloud,http://www.alphapaymentscloud.com,Cloud Computing|Enterprise Software|Information Technology|Payments,12000000,operating,SGP,,Singapore,Singapore,1,2011-01-01,2013-04-30,2013-04-30
/organization/alpha-smart-systems,Alpha Smart Systems,http://alpha-smart.com/,Artificial Intelligence|Information Services|Information Technology|Robotics,40000,closed,RUS,48,Moscow,Moscow,1,2011-01-01,2012-02-01,2012-02-01
/organization/alpha-theory,Alpha Theory,https://www.alphatheory.com,Financial Services,391000,operating,USA,NY,New York City,New York,1,2006-01-01,2015-05-13,2015-05-13
/organization/alpha-ux,Alpha UX,http://alpha-ux.co/,Technology,1430018,operating,USA,NY,New York City,New York,1,,2015-10-30,2015-10-30
/organization/alphabet-energy,Alphabet Energy,http://www.alphabetenergy.com,Clean Technology|Energy,31000000,operating,USA,CA,SF Bay Area,Hayward,4,2009-01-01,2010-05-03,2013-03-11
/organization/alphabeta-labs,AlphaBeta Labs,http://alphabetalabs.com,Analytics|Automotive|E-Commerce|EdTech|Education|Internet|Payments,40000,operating,IND,19,Bangalore,Bangalore,1,2010-01-01,2012-07-17,2012-07-17
/organization/alphaboost,AlphaBoost,http://alphaboost.com,Advertising|Social Media,1000000,operating,USA,CA,Los Angeles,Los Angeles,1,2011-11-11,2012-05-21,2012-05-21
/organization/alphacare-holdings,AlphaCare Holdings,http://alphacare.com,Biotechnology,17415364,operating,USA,NY,New York City,Brooklyn,2,2012-01-01,2013-08-14,2014-01-14
/organization/alphacityguides,alphacityguides,http://alphacityguides.com,Fashion|Travel,-,operating,,,,,1,2013-01-01,2012-07-01,2012-07-01
/organization/alphaclone,AlphaClone,http://www.alphaclone.com,Finance|Internet|Simulation|Stock Exchanges,4269000,operating,USA,CA,SF Bay Area,San Francisco,6,2008-03-01,2008-02-01,2015-09-15
/organization/alphadraft,AlphaDraft,http://alphadraft.com,Fantasy Sports|Games|Social Games|Video Games,5000000,acquired,USA,NY,New York City,New York,2,,2015-02-01,2015-05-19
/organization/alphaeon,ALPHAEON Corporation,http://alphaeon.com,Social Commerce,107060133,operating,USA,CA,Anaheim,Irvine,2,2013-07-01,2015-01-16,2015-11-20
/organization/alphahedge,ALPHAHEDGE,http://www.alphahedge.com/default.aspx,Investment Management,-,operating,USA,PA,Philadelphia,Blue Bell,1,2011-01-01,2015-04-10,2015-04-10
/organization/alphalab,AlphaLab,http://alphalab.org,Finance,800000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2008-06-01,2014-09-17,2014-09-17
/organization/alphamosaic-ltd,Alphamosaic,,Video,12000000,acquired,GBR,C3,London,Cambridge,1,,2003-05-21,2003-05-21
/organization/alphanation,AlphaNation,http://www.alphanation.com,Finance,650000,closed,USA,NY,New York City,New York,3,2010-01-01,2011-03-01,2011-10-01
/organization/alphapoint,AlphaPoint,http://alphapoint.com,Bitcoin|Financial Exchanges|FinTech|Software,1350000,operating,USA,NY,New York City,New York,1,2013-02-01,2014-10-15,2014-10-15
/organization/alphaserv-com,AlphaServ.com,http://www.alphaserv.com/,,5000000,closed,USA,CA,"Orange County, California",Santa Ana,1,,1999-11-24,1999-11-24
/organization/alphasights,AlphaSights,http://www.alphasights.com,Information Services,-,operating,GBR,H9,London,London,1,2008-01-01,2008-01-01,2008-01-01
/organization/alphasmart,AlphaSmart,,Computers|EdTech|Education,-,ipo,USA,CA,SF Bay Area,Los Gatos,1,1992-01-01,1999-06-04,1999-06-04
/organization/alphastripe,AlphaStripe,http://www.AlphaStripe.com,Content|DOD/Military|Networking|Social Media,-,closed,USA,AZ,Phoenix,Scottsdale,1,2012-05-02,2012-11-28,2012-11-28
/organization/alphatec-spine,Alphatec Spine,http://www.alphatecspine.com,Health Care,58950000,ipo,USA,CA,San Diego,Carlsbad,2,1990-01-01,2012-11-09,2014-03-17
/organization/alphathrottle-com,ALPHAThrottle.com,http://www.alphathrottle.co.cc,News,250000,closed,,,,,3,2011-01-01,2010-11-02,2011-08-01
/organization/alphavax,AlphaVax,http://www.alphavax.com,Biotechnology|Health Care|Medical,29220000,operating,USA,NC,Raleigh,Durham,2,,2003-09-30,2007-02-05
/organization/alpheon-energie,Alpheon-Energie,http://alpheon-energy.com,Energy,600000,operating,GBR,F9,Uxbridge,Uxbridge,2,2008-03-07,2008-03-07,2013-01-01
/organization/alpheus-communications,Alpheus Communications,http://www.alpheus.net,Web Hosting,135000000,operating,USA,TX,Houston,Houston,1,2001-01-01,2013-06-11,2013-06-11
/organization/alphion,Alphion,http://www.alphion.com,Web Hosting,34600000,operating,USA,NJ,NJ - Other,Princeton Junction,3,,2005-09-01,2010-01-04
/organization/alphonso-inc,Alphonso Inc,http://www.alphonso.tv,Ad Targeting|Advertising|Brand Marketing|Social Television,300000,operating,USA,CA,SF Bay Area,San Carlos,1,2012-09-01,2014-06-01,2014-06-01
/organization/alpine-4,Alpine 4,http://www.alpine4.com/,Software,63000,operating,USA,AZ,Phoenix,Scottsdale,1,2014-01-01,2014-12-02,2014-12-02
/organization/alpine-access,Alpine Access,http://www.alpineaccess.com,Customer Service,4800000,operating,USA,CO,Denver,Denver,1,1998-01-01,2004-01-20,2004-01-20
/organization/alpine-data-labs,Alpine Data Labs,http://www.alpinenow.com,Analytics|Big Data Analytics,23500000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2011-05-11,2013-11-22
/organization/alpine-immune-sciences,Alpine Immune Sciences,http://alpineimmunesciences.com/,Biotechnology|Health Care|Medical,1300000,operating,USA,WA,Seattle,Seattle,1,2015-01-23,2015-01-23,2015-01-23
/organization/alpinereplay,AlpineReplay,http://www.alpinereplay.com,Hardware + Software|Mobile|Sports,2100000,operating,USA,CA,Anaheim,Huntington Beach,2,2010-09-01,2014-01-07,2014-03-03
/organization/alps-meters,Alps & Meters,http://www.alpsandmeters.com,Fashion,200000,operating,USA,MA,Boston,Boston,1,,2014-12-24,2014-12-24
/organization/alsbridge,Alsbridge,http://www.alsbridge.com,BPO Services|Consulting|Outsourcing,-,closed,IND,10,New Delhi,Gurgaon,1,2003-01-01,2013-01-08,2013-01-08
/organization/alseres-pharmaceuticals,Alseres Pharmaceuticals,,Biotechnology,5900000,operating,USA,MA,Boston,Hopkinton,3,,2009-03-19,2009-11-04
/organization/alset-wellen,Alset Wellen,http://alsetwellen.com/,Software,163000,closed,RUS,,,,1,,2012-01-26,2012-01-26
/organization/alsoft,Alsoft,,Computers|Software,285108,operating,,,,,1,,2013-12-13,2013-12-13
/organization/alsyon-technologies,Alsyon Technologies,http://www.alsyon-technologies.com,Software,3808000,operating,FRA,A8,FRA - Other,Le Pecq,2,2003-09-30,2007-11-29,2010-03-31
/organization/alt-bioscience,ALT Bioscience,,Biotechnology,8151461,operating,USA,KY,Lexington,Lexington,3,1997-01-01,2009-11-13,2015-06-26
/organization/alt12-apps,Alt12 Apps,http://www.alt12.com,Mobile,1260000,operating,USA,CA,SF Bay Area,San Francisco,1,2009-09-01,2012-04-17,2012-04-17
/organization/alta-analog,Alta Analog,http://alta-analog.com,Semiconductors,1700000,operating,USA,CA,SF Bay Area,Campbell,1,,2011-05-12,2011-05-12
/organization/alta-devices,Alta Devices,http://www.altadevices.com,Manufacturing|Mobile|Solar,72000000,acquired,USA,CA,SF Bay Area,Santa Clara,1,2007-01-01,2011-03-09,2011-03-09
/organization/alta-rail-technology,Alta Rail Technology,http://www.alta-rt.com,Hardware + Software,15000000,operating,BRA,18,BRA - Other,Colombo,1,2003-01-01,2013-05-08,2013-05-08
/organization/alta-wind-energy-center,Alta Wind Energy Center,http://altawindenergycenter.com,Clean Technology,102000000,closed,USA,CA,Bakersfield,Mojave,1,,2011-06-22,2011-06-22
/organization/altacor,Altacor,http://altacoreyeproducts.co.uk,Biotechnology,3050505,operating,GBR,C3,London,Cambridge,1,,2011-02-09,2011-02-09
/organization/altaeros-energies,Altaeros Energies,http://altaerosenergies.com,Renewable Energies,7000000,operating,USA,MA,Boston,Boston,1,2010-01-01,2014-12-05,2014-12-05
/organization/altai-technologies,Altai Technologies,http://www.altaitechnologies.com,Web Hosting,10000000,operating,HKG,,Hong Kong,Hong Kong,1,,2006-09-14,2006-09-14
/organization/altair-engineering,Altair Engineering,http://www.altair.com,Software,30000000,operating,USA,MI,Detroit,Troy,1,,2004-10-06,2004-10-06
/organization/altair-prep,Altair Prep,http://altairprep.com,Colleges|Education|Testing,-,operating,USA,GA,Atlanta,Atlanta,1,2011-12-01,2012-12-05,2012-12-05
/organization/altair-semiconductor,Altair Semiconductor,http://www.altair-semi.com,Semiconductors,124000000,operating,ISR,2,Tel Aviv,Hod Hasharon,6,2005-05-01,2005-12-14,2014-06-06
/organization/altair-therapeutics,Altair Therapeutics,http://www.altairthera.com,Biotechnology,23466666,closed,USA,CA,San Diego,San Diego,2,,2009-11-17,2010-02-02
/organization/altammune,Altammune,,Biotechnology|Health Diagnostics,46000,operating,USA,MD,Baltimore,Baltimore,1,2009-01-01,2011-01-15,2011-01-15
/organization/altar,Altar,http://altarco.com,Hospitality,210000,operating,USA,OR,"Portland, Oregon",Lake Oswego,1,2012-01-01,2012-05-11,2012-05-11
/organization/altarock-energy,AltaRock Energy,http://www.altarockenergy.com,Clean Technology|Energy|Natural Resources,26250000,operating,USA,WA,Seattle,Seattle,1,2007-01-01,2008-08-01,2008-08-01
/organization/altasens,AltaSens,http://www.altasens.com,Hardware + Software,15102417,operating,USA,CA,Los Angeles,Westlake Village,1,,2011-04-13,2011-04-13
/organization/altatech,Altatech,http://www.altatech-sc.com,Semiconductors,2400000,operating,FRA,A6,,,1,,2005-10-24,2005-10-24
/organization/altathera-pharmaceuticals,ALTATHERA Pharmaceuticals,http://altathera.com,Health and Wellness|Health Care|Pharmaceuticals,2000000,operating,USA,IL,Chicago,Chicago,2,,2015-01-30,2015-07-31
/organization/altavian,Altavian,http://altavian.com,Aerospace|Manufacturing|Technology,22950,operating,USA,FL,Gainesville,Gainesville,1,2011-01-01,2013-07-10,2013-07-10
/organization/altavitas,AltaVitas,http://altavitas.com,Health and Wellness,387996,closed,USA,CA,SF Bay Area,Sunnyvale,1,2011-01-01,2012-02-02,2012-02-02
/organization/altavoz,Altavoz,http://Altavoz.com,Art|Distribution|Entertainment|Games|Independent Music Labels|Music|Retail|Video Streaming,475000,operating,USA,MD,"Washington, D.C.",Rockville,4,2011-05-30,2012-09-11,2013-01-31
/organization/altea-therapeutics,Altea Therapeutics,http://alteatherapeutics.com,Biotechnology,3685000,operating,USA,GA,Atlanta,Atlanta,2,1998-01-01,2009-05-13,2010-10-24
/organization/altech-software,Altech Software,http://www.visionforfood.com,Software,441000,operating,GBR,Y4,Cwmbran,Cwmbran,1,2005-01-01,2010-06-01,2010-06-01
/organization/alteer,Alteer,,Health Care Information Technology|Healthcare Services|Medical,25900000,operating,,,,,2,,2002-10-11,2005-08-12
/organization/altela,Altela,http://altelainc.com/,,7100000,operating,USA,NM,Albuquerque,Albuquerque,1,,2007-10-22,2007-10-22
/organization/altenera-technology,Altenera Technology,http://altenera.com,Clean Technology,100000,operating,USA,MD,"Washington, D.C.",Bethesda,1,,2013-01-01,2013-01-01
/organization/alter-eco,Alter Eco,http://www.alterecofoods.com,Consumer Goods|Groceries|Retail,3050000,operating,USA,CA,SF Bay Area,San Francisco,2,,2010-04-01,2012-07-01
/organization/alter-way,Alter Way,http://www.alterway.fr,Enterprise Software,2640000,operating,FRA,A8,Paris,Saint-cloud,1,,2007-03-12,2007-03-12
/organization/alterg,AlterG,http://www.alterg.com,Health Care|Medical Devices,50310333,operating,USA,CA,SF Bay Area,Fremont,7,2007-06-01,2007-04-09,2015-07-30
/organization/altergeo,AlterGeo,http://platform.altergeo.ru,Advertising|Android|Apps|Discounts|Gps|Indoor Positioning|Information Technology|iPhone|Local Advertising|Local Search|Location Based Services|Mobile|Mobile Advertising|Navigation|Personalization|Private Social Networking|Reviews and Recommendations|Services|Social Media|Social Network Media|Technology|Windows Phone 7|Wireless,11000000,operating,RUS,48,Moscow,Moscow,2,2008-01-01,2009-01-01,2011-06-09
/organization/alterix,Alterix,http://www.alterix.com/,Pharmaceuticals,4250000,operating,USA,MA,Boston,Beverly,1,,2015-09-01,2015-09-01
/organization/altermune-technologies,Altermune Technologies,,Biotechnology,7000000,operating,USA,CA,Anaheim,Irvine,1,2010-01-01,2011-09-22,2011-09-22
/organization/alternative-green-technologies,Alternative Green Technologies,http://www.altgreentech.com/home.htm,Clean Technology,10000,closed,USA,NY,Long Island,Uniondale,1,1987-01-01,2009-11-24,2009-11-24
